src_ip,dst_ip,src_port,dst_port,protocol,iat_mean,pkt_size_mean,ip_flags_df,ip_flags_mf,ip_flags_rb,ip_frag_off,tcp_len_mean,ack_count,cwr_count,ece_count,fin_count,psh_count,res_count,rst_count,syn_count,urg_count,tcp_win_mean,udp_len_mean,icmp_type_mean,pkt_count,label
10.0.2.22,192.168.0.2,57920,3306,6,0.220241,77.2,55,0,0,0,9.16,48,0,0,14,7,0,0,14,0,10980.09,0.0,0.0,55,normal
10.0.2.22,192.168.0.1,56486,8000,6,0.062348,5704.06,231,0,0,0,5637.35,219,0,0,2,121,0,1,22,0,4328.37,0.0,0.0,231,normal
10.0.1.16,192.168.0.1,42776,8000,6,0.216173,5873.7,54,0,0,0,5806.81,51,0,0,0,28,0,0,6,0,5266.91,0.0,0.0,54,normal
10.0.3.34,192.168.0.1,59236,8000,6,0.047219,6556.87,319,0,0,0,6490.22,305,0,0,2,166,0,0,26,0,3947.19,0.0,0.0,319,normal
10.0.2.25,192.168.0.1,35816,8000,6,0.098489,148.27,132,0,0,0,80.81,120,0,0,23,36,0,0,24,0,7866.91,0.0,0.0,132,normal
10.0.1.15,192.168.0.2,39408,3306,6,0.060296,77.13,261,0,0,0,9.1,228,0,0,66,33,0,0,66,0,10908.52,0.0,0.0,261,normal
10.0.1.14,192.168.0.2,0,0,1,0.385043,98.0,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,38,normal
10.0.1.14,192.168.0.2,55734,3306,6,0.459539,77.0,32,0,0,0,9.0,28,0,0,8,4,0,0,8,0,10785.5,0.0,0.0,32,normal
10.0.1.14,192.168.0.1,41470,8000,6,0.267628,118.5,84,0,0,0,51.17,70,0,0,12,22,0,8,20,0,10271.86,0.0,0.0,84,normal
10.0.3.34,192.168.0.2,41828,3306,6,0.384316,77.23,47,0,0,0,9.19,41,0,0,12,6,0,0,12,0,11013.21,0.0,0.0,47,normal
10.0.3.36,192.168.0.2,0,0,1,0.036372,98.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,4,normal
10.0.3.33,192.168.0.2,51976,3306,6,0.332438,77.89,37,0,0,0,9.73,32,0,0,10,5,0,0,10,0,11653.27,0.0,0.0,37,normal
