src_ip,dst_ip,src_port,dst_port,protocol,iat_mean,pkt_size_mean,ip_flags_df,ip_flags_mf,ip_flags_rb,ip_frag_off,tcp_len_mean,ack_count,cwr_count,ece_count,fin_count,psh_count,res_count,rst_count,syn_count,urg_count,tcp_win_mean,udp_len_mean,icmp_type_mean,pkt_count,label
10.0.1.12,192.168.0.1,39530,8000,6,0.24067,3364.06,83,0,0,0,3296.33,71,0,0,2,32,0,3,18,0,9339.76,0.0,0.0,83,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.251419,9196.26,91,0,0,0,9129.21,82,0,0,0,43,0,0,12,0,6025.42,0.0,0.0,91,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.041473,4519.98,403,0,0,0,4452.71,364,0,0,23,172,0,0,64,0,7079.79,0.0,0.0,403,normal
10.0.3.33,192.168.0.1,0,0,1,0.405158,98.0,24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.09,47,normal
10.0.3.34,192.168.0.2,41776,3306,6,1.01538,76.0,20,0,0,0,7.2,15,0,0,5,2,0,0,7,0,14983.65,0.0,0.0,20,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.128298,3620.14,152,0,0,0,3552.72,136,0,0,12,59,0,0,27,0,7732.55,0.0,0.0,152,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000394,125.63,40973,0,0,0,57.06,30163,0,0,12481,9624,0,0,13163,0,13722.1,0.0,0.0,40973,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.091306,77.03,211,0,0,0,8.87,181,0,0,55,26,0,0,57,0,11639.89,0.0,0.0,211,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.035383,1324.33,566,0,0,0,1256.8,506,0,0,94,175,0,0,108,0,8350.03,0.0,0.0,566,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.31056,78.32,63,0,0,0,10.29,54,0,0,15,9,0,0,16,0,10937.83,0.0,0.0,63,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.122279,77.43,189,0,0,0,9.28,150,0,0,43,29,0,5,57,0,12954.12,0.0,0.0,189,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.068605,124.07,364,0,0,0,56.38,321,0,0,71,101,0,0,77,0,9125.52,0.0,0.0,364,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.034277,3830.49,558,0,0,0,3763.4,513,0,0,44,241,0,2,79,0,6270.54,0.0,0.0,558,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.129883,122.84,146,0,0,0,55.14,129,0,0,29,40,0,0,31,0,9161.63,0.0,0.0,146,normal
10.0.3.36,192.168.0.1,0,0,1,1.68576,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,8,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.08676,77.61,227,0,0,0,9.6,189,0,0,57,34,0,4,63,0,11950.51,0.0,0.0,227,normal
10.0.1.14,192.168.0.1,0,0,1,0.228245,98.0,43,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.14,83,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.108359,7349.7,194,0,0,0,7283.08,186,0,0,1,100,0,0,15,0,3928.61,0.0,0.0,194,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.055736,1939.6,346,0,0,0,1872.4,318,0,0,37,122,0,0,52,0,6513.58,0.0,0.0,346,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.017947,113.85,1387,0,0,0,46.07,1219,0,0,288,388,0,0,308,0,9578.49,0.0,0.0,1387,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.15785,78.74,125,0,0,0,10.37,104,0,0,31,18,0,0,37,0,12732.61,0.0,0.0,125,normal
10.0.3.33,192.168.0.2,0,0,1,0.656369,98.0,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,28,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.103632,120.85,182,0,0,0,53.33,161,0,0,34,50,0,3,36,0,8538.57,0.0,0.0,182,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.366129,77.56,54,0,0,0,9.33,46,0,0,13,7,0,0,15,0,11964.35,0.0,0.0,54,normal
10.0.1.14,192.168.0.2,0,0,1,0.655272,98.0,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.13,31,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.147562,78.17,167,0,0,0,9.92,140,0,0,42,23,0,0,47,0,12108.17,0.0,0.0,167,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.041018,78.32,604,0,0,0,10.01,509,0,0,154,84,0,0,174,0,12400.99,0.0,0.0,604,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.144301,151.12,120,0,0,0,83.45,106,0,0,23,34,0,0,25,0,8988.16,0.0,0.0,120,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.8064,82.0,16,0,0,0,13.5,13,0,0,4,3,0,0,5,0,13426.69,0.0,0.0,16,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.000105,88.0,4,0,0,0,18.0,3,0,0,1,1,0,0,2,0,21487.0,0.0,0.0,4,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.203652,116.63,81,0,0,0,48.95,69,0,0,13,19,0,7,20,0,10651.27,0.0,0.0,81,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.497335,80.0,24,0,0,0,12.0,21,0,0,6,4,0,0,6,0,10785.58,0.0,0.0,24,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.453795,76.46,26,0,0,0,8.31,22,0,0,6,3,0,0,7,0,11587.5,0.0,0.0,26,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.288555,121.98,47,0,0,0,54.36,40,0,0,7,12,0,2,11,0,10088.83,0.0,0.0,47,normal
10.0.3.36,192.168.0.2,0,0,1,4.1e-05,98.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,2,normal
10.0.3.36,192.168.0.2,44018,3306,6,0.000117,102.0,2,0,0,0,36.0,2,0,0,0,1,0,0,0,0,84.0,0.0,0.0,2,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.115589,77.0,152,0,0,0,9.0,133,0,0,38,19,0,0,38,0,10785.49,0.0,0.0,152,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.166542,77.22,102,0,0,0,9.18,89,0,0,26,13,0,0,26,0,10995.35,0.0,0.0,102,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.060258,4470.03,327,0,0,0,4403.24,311,0,0,6,159,0,3,32,0,4308.9,0.0,0.0,327,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.062302,5549.97,300,0,0,0,5483.23,286,0,0,3,159,0,2,28,0,4348.88,0.0,0.0,300,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.014265,4864.78,1338,0,0,0,4797.88,1262,0,0,72,648,0,0,151,0,5166.17,0.0,0.0,1338,normal
10.0.3.33,192.168.0.1,0,0,1,0.220837,98.0,45,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.04,89,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.620027,77.48,23,0,0,0,9.39,20,0,0,6,3,0,0,6,0,11250.83,0.0,0.0,23,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.033491,3882.08,583,0,0,0,3815.17,550,0,0,35,262,0,0,66,0,5132.13,0.0,0.0,583,normal
10.0.3.36,192.168.0.1,41800,8000,6,0.539849,146.0,34,0,0,0,78.59,31,0,0,6,9,0,0,6,0,7638.0,0.0,0.0,34,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.061059,77.28,312,0,0,0,9.23,272,0,0,80,40,0,0,80,0,11059.9,0.0,0.0,312,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.018591,1666.94,1062,0,0,0,1599.6,973,0,0,155,377,0,0,178,0,7356.95,0.0,0.0,1062,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.209725,77.28,78,0,0,0,9.23,68,0,0,20,10,0,0,20,0,11059.92,0.0,0.0,78,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.049107,77.02,408,0,0,0,9.34,344,0,0,90,65,0,13,104,0,10992.83,0.0,0.0,408,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.030065,127.5,648,0,0,0,59.94,585,0,0,125,189,0,0,126,0,8407.42,0.0,0.0,648,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.024696,4788.79,749,0,0,0,4721.89,707,0,0,39,348,0,5,84,0,5128.23,0.0,0.0,749,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.08112,123.91,242,0,0,0,56.46,220,0,0,44,66,0,0,44,0,7866.93,0.0,0.0,242,normal
10.0.3.36,192.168.0.1,0,0,1,2.132148,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,8,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.062074,77.01,316,0,0,0,9.21,270,0,0,72,46,0,7,80,0,10919.35,0.0,0.0,316,normal
10.0.1.14,192.168.0.1,0,0,1,0.199761,98.0,48,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,96,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.064142,6029.58,270,0,0,0,5962.78,256,0,0,2,145,0,1,27,0,4565.81,0.0,0.0,270,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.068195,1007.29,285,0,0,0,940.0,262,0,0,42,90,0,0,46,0,7002.59,0.0,0.0,285,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012125,116.97,1633,0,0,0,49.33,1465,0,0,335,504,0,0,336,0,8891.67,0.0,0.0,1633,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.077732,77.43,254,0,0,0,9.35,221,0,0,66,33,0,0,66,0,11206.85,0.0,0.0,254,normal
10.0.3.33,192.168.0.2,0,0,1,0.316877,98.0,31,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,62,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.06568,118.74,284,0,0,0,51.22,250,0,0,50,80,0,10,60,0,9126.35,0.0,0.0,284,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.270332,77.73,60,0,0,0,9.6,52,0,0,16,8,0,0,16,0,11499.0,0.0,0.0,60,normal
10.0.1.14,192.168.0.2,0,0,1,0.357426,98.0,25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,50,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.081351,77.39,238,0,0,0,9.38,208,0,0,63,31,0,0,60,0,10875.45,0.0,0.0,238,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.111769,6432.54,173,0,0,0,6365.99,167,0,0,1,83,0,0,12,0,3503.24,0.0,0.0,173,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.028996,77.13,679,0,0,0,9.12,593,0,0,170,86,0,0,171,0,10863.49,0.0,0.0,679,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.126285,147.39,100,0,0,0,79.95,91,0,0,18,27,0,0,18,0,7789.08,0.0,0.0,100,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.574217,77.0,32,0,0,0,9.0,28,0,0,8,4,0,0,8,0,10785.5,0.0,0.0,32,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.134262,125.24,124,0,0,0,58.18,107,0,0,19,30,0,8,24,0,8365.64,0.0,0.0,124,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.611449,106.88,32,0,0,0,39.25,27,0,0,4,8,0,4,8,0,10782.84,0.0,0.0,32,normal
10.0.3.36,192.168.0.2,0,0,1,5.314482,98.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,4,normal
10.0.1.16,192.168.0.2,37114,3306,6,0.143465,77.0,16,0,0,0,9.0,14,0,0,4,2,0,0,4,0,10785.5,0.0,0.0,16,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.118593,77.0,152,0,0,0,9.0,133,0,0,38,19,0,0,38,0,10785.49,0.0,0.0,152,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.187887,77.56,99,0,0,0,9.45,86,0,0,26,13,0,0,26,0,11326.03,0.0,0.0,99,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.036797,4597.51,441,0,0,0,4530.68,418,0,0,9,220,0,3,46,0,4571.49,0.0,0.0,441,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.086895,6415.31,211,0,0,0,6348.55,201,0,0,2,115,0,2,20,0,4604.96,0.0,0.0,211,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.015323,4919.06,1279,0,0,0,4852.18,1208,0,0,70,617,0,0,142,0,5126.65,0.0,0.0,1279,normal
10.0.3.33,192.168.0.1,0,0,1,0.291905,98.0,31,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,62,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.427223,77.28,39,0,0,0,9.23,34,0,0,10,5,0,0,10,0,11059.92,0.0,0.0,39,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.033476,4594.39,542,0,0,0,4527.54,513,0,0,30,248,0,0,58,0,4961.57,0.0,0.0,542,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.48256,77.89,37,0,0,0,9.73,32,0,0,10,5,0,0,10,0,11653.27,0.0,0.0,37,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.70602,77.73,15,0,0,0,9.6,13,0,0,4,2,0,0,4,0,11499.0,0.0,0.0,15,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.498612,76.73,41,0,0,0,8.78,36,0,0,10,5,0,0,10,0,10524.46,0.0,0.0,41,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.060907,76.93,322,0,0,0,8.94,282,0,0,80,40,0,0,80,0,10719.02,0.0,0.0,322,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.020265,1523.88,985,0,0,0,1456.52,901,0,0,152,355,0,0,168,0,7426.93,0.0,0.0,985,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.232094,77.28,78,0,0,0,9.23,68,0,0,20,10,0,0,20,0,11059.92,0.0,0.0,78,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.066164,77.09,303,0,0,0,9.47,253,0,0,64,51,0,13,78,0,11100.3,0.0,0.0,303,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.042503,127.24,473,0,0,0,59.62,424,0,0,90,135,0,0,96,0,8769.6,0.0,0.0,473,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.036725,4554.9,522,0,0,0,4487.93,490,0,0,35,238,0,1,63,0,5521.79,0.0,0.0,522,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.074779,128.61,246,0,0,0,61.11,223,0,0,46,69,0,0,46,0,8088.4,0.0,0.0,246,normal
10.0.3.36,192.168.0.1,0,0,1,1.138555,98.0,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,14,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.083433,77.24,239,0,0,0,9.46,202,0,0,56,37,0,6,62,0,11186.38,0.0,0.0,239,normal
10.0.1.14,192.168.0.1,0,0,1,0.207345,98.0,48,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,96,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.054352,5400.96,309,0,0,0,5334.23,293,0,0,1,161,0,2,30,0,4475.55,0.0,0.0,309,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.060446,1331.06,302,0,0,0,1263.79,278,0,0,43,100,0,0,48,0,6888.12,0.0,0.0,302,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012187,116.45,1640,0,0,0,48.81,1472,0,0,335,504,0,0,336,0,8854.07,0.0,0.0,1640,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.077446,76.95,241,0,0,0,8.96,211,0,0,60,30,0,0,60,0,10741.07,0.0,0.0,241,normal
10.0.3.33,192.168.0.2,0,0,1,0.509516,98.0,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,38,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.076352,117.93,256,0,0,0,50.43,225,0,0,44,72,0,9,54,0,9112.09,0.0,0.0,256,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.24213,77.43,77,0,0,0,9.35,67,0,0,20,10,0,0,20,0,11202.45,0.0,0.0,77,normal
10.0.1.14,192.168.0.2,0,0,1,0.501332,98.0,18,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,36,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.129202,77.16,134,0,0,0,9.13,117,0,0,34,17,0,0,34,0,10945.19,0.0,0.0,134,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.084386,7905.57,76,0,0,0,7838.93,73,0,0,0,42,0,0,6,0,4068.92,0.0,0.0,76,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.027724,77.05,717,0,0,0,9.04,627,0,0,180,90,0,0,180,0,10830.27,0.0,0.0,717,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.32982,78.22,36,0,0,0,10.0,31,0,0,9,5,0,0,10,0,11974.5,0.0,0.0,36,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.193884,117.45,92,0,0,0,50.05,77,0,0,13,24,0,9,22,0,10316.54,0.0,0.0,92,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.167302,126.1,87,0,0,0,58.86,75,0,0,13,22,0,6,18,0,8937.49,0.0,0.0,87,normal
10.0.3.36,192.168.0.2,0,0,1,2.757694,98.0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,6,normal
10.0.3.36,192.168.0.2,44018,3306,6,0.735824,77.0,16,0,0,0,9.0,14,0,0,4,2,0,0,4,0,10785.5,0.0,0.0,16,normal
10.0.3.36,192.168.0.1,41800,8000,6,9e-05,156.9,10,0,0,0,89.3,9,0,0,2,3,0,0,2,0,8645.2,0.0,0.0,10,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.12228,77.28,156,0,0,0,9.23,136,0,0,40,20,0,0,40,0,11059.92,0.0,0.0,156,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.220289,77.52,84,0,0,0,9.43,73,0,0,21,11,0,0,22,0,11295.12,0.0,0.0,84,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.047716,4503.18,405,0,0,0,4436.37,381,0,0,8,205,0,5,44,0,4749.33,0.0,0.0,405,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.0701,6546.32,220,0,0,0,6479.59,210,0,0,1,125,0,1,20,0,4341.41,0.0,0.0,220,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.015446,4901.73,1288,0,0,0,4834.86,1218,0,0,59,648,0,0,140,0,4905.42,0.0,0.0,1288,normal
10.0.3.33,192.168.0.1,0,0,1,0.212579,98.0,47,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,94,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.487603,78.94,34,0,0,0,10.59,29,0,0,9,5,0,0,10,0,12674.12,0.0,0.0,34,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.213643,149.05,98,0,0,0,81.58,89,0,0,18,27,0,0,18,0,7946.33,0.0,0.0,98,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.040538,3217.97,477,0,0,0,3151.0,448,0,0,32,205,0,0,58,0,5324.33,0.0,0.0,477,normal
10.0.3.33,192.168.0.2,34232,3306,6,1.26863,77.73,15,0,0,0,9.6,13,0,0,4,2,0,0,4,0,11499.0,0.0,0.0,15,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.337831,76.78,49,0,0,0,8.82,43,0,0,12,6,0,0,12,0,10567.04,0.0,0.0,49,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.077622,77.1,230,0,0,0,9.08,201,0,0,58,29,0,0,58,0,10878.54,0.0,0.0,230,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.022584,2091.01,877,0,0,0,2023.73,807,0,0,109,322,0,0,140,0,7002.09,0.0,0.0,877,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.216601,77.52,84,0,0,0,9.43,73,0,0,22,11,0,0,22,0,11295.14,0.0,0.0,84,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.066272,77.49,287,0,0,0,9.64,245,0,0,66,44,0,6,74,0,11119.63,0.0,0.0,287,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.032968,127.69,596,0,0,0,60.12,537,0,0,112,174,0,0,117,0,8486.3,0.0,0.0,596,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.024122,4054.68,785,0,0,0,3987.71,737,0,0,55,344,0,2,95,0,5521.2,0.0,0.0,785,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.07574,122.26,246,0,0,0,54.7,222,0,0,46,72,0,0,48,0,8436.43,0.0,0.0,246,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.075689,76.94,261,0,0,0,9.24,221,0,0,58,40,0,9,66,0,10906.25,0.0,0.0,261,normal
10.0.1.14,192.168.0.1,0,0,1,0.211033,98.0,47,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,94,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.042525,5031.2,405,0,0,0,4964.57,389,0,0,2,205,0,0,32,0,3619.45,0.0,0.0,405,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.050708,1780.75,393,0,0,0,1713.61,365,0,0,46,133,0,0,56,0,6189.09,0.0,0.0,393,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012741,118.02,1547,0,0,0,50.36,1386,0,0,313,476,0,0,321,0,8965.88,0.0,0.0,1547,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.08153,77.42,208,0,0,0,9.35,181,0,0,54,27,0,0,54,0,11197.13,0.0,0.0,208,normal
10.0.3.33,192.168.0.2,0,0,1,0.51349,98.0,18,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,36,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.057625,127.6,336,0,0,0,60.22,293,0,0,57,92,0,13,70,0,8999.9,0.0,0.0,336,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.170038,77.68,113,0,0,0,9.56,98,0,0,29,15,0,0,30,0,11448.45,0.0,0.0,113,normal
10.0.1.14,192.168.0.2,0,0,1,0.410701,98.0,24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,48,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.0991,77.52,191,0,0,0,9.42,166,0,0,50,25,0,0,50,0,11289.77,0.0,0.0,191,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.032022,77.45,607,0,0,0,9.37,528,0,0,156,79,0,0,158,0,11226.27,0.0,0.0,607,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.285429,76.95,57,0,0,0,8.84,49,0,0,14,7,0,0,15,0,11339.09,0.0,0.0,57,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.155524,127.55,71,0,0,0,59.75,63,0,0,11,19,0,5,16,0,9730.44,0.0,0.0,71,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.22763,127.31,71,0,0,0,59.85,61,0,0,11,19,0,5,16,0,9728.01,0.0,0.0,71,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.128679,76.92,145,0,0,0,8.94,127,0,0,36,18,0,0,36,0,10711.69,0.0,0.0,145,normal
10.0.3.36,192.168.0.1,0,0,1,1.698923,98.0,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,12,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.137992,77.28,117,0,0,0,9.23,102,0,0,30,15,0,0,30,0,11059.92,0.0,0.0,117,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.042023,4417.81,426,0,0,0,4351.12,404,0,0,5,204,0,3,40,0,4104.82,0.0,0.0,426,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.057737,5381.94,306,0,0,0,5315.3,292,0,0,4,147,0,2,26,0,3922.25,0.0,0.0,306,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.013629,4415.45,1460,0,0,0,4348.53,1377,0,0,85,681,0,0,167,0,5220.51,0.0,0.0,1460,normal
10.0.3.33,192.168.0.1,0,0,1,0.226439,98.0,41,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.05,81,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.188651,6923.01,107,0,0,0,6856.41,103,0,0,0,56,0,0,8,0,3708.2,0.0,0.0,107,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.196717,77.0,32,0,0,0,9.0,28,0,0,8,4,0,0,8,0,10785.5,0.0,0.0,32,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.088392,148.48,44,0,0,0,81.02,40,0,0,8,12,0,0,8,0,7866.89,0.0,0.0,44,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.046749,4772.45,414,0,0,0,4705.56,391,0,0,22,195,0,0,46,0,5039.04,0.0,0.0,414,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.745153,77.0,24,0,0,0,9.0,21,0,0,6,3,0,0,6,0,10785.5,0.0,0.0,24,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.496387,77.48,23,0,0,0,9.39,20,0,0,6,3,0,0,6,0,11250.83,0.0,0.0,23,normal
10.0.3.36,192.168.0.2,0,0,1,5.387605,98.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,4,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.05155,77.12,380,0,0,0,9.09,332,0,0,96,48,0,0,96,0,10898.15,0.0,0.0,380,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.018938,959.61,1053,0,0,0,892.22,961,0,0,169,343,0,0,183,0,7538.37,0.0,0.0,1053,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.251622,77.35,62,0,0,0,9.29,54,0,0,16,8,0,0,16,0,11130.74,0.0,0.0,62,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.059058,77.11,323,0,0,0,9.23,278,0,0,74,47,0,6,82,0,10950.11,0.0,0.0,323,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.037519,127.83,518,0,0,0,60.32,469,0,0,98,147,0,0,98,0,8182.46,0.0,0.0,518,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.023609,4345.29,828,0,0,0,4278.39,776,0,0,42,391,0,5,97,0,5290.07,0.0,0.0,828,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.071883,129.51,271,0,0,0,62.04,246,0,0,49,75,0,0,50,0,7981.8,0.0,0.0,271,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.06742,76.91,284,0,0,0,9.3,238,0,0,61,46,0,11,72,0,10933.24,0.0,0.0,284,normal
10.0.1.14,192.168.0.1,0,0,1,0.192995,98.0,52,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,104,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.0774,5632.49,257,0,0,0,5565.79,244,0,0,2,123,0,2,24,0,4348.78,0.0,0.0,257,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.073621,2368.57,272,0,0,0,2301.51,254,0,0,27,105,0,0,36,0,5766.17,0.0,0.0,272,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.011578,116.37,1715,0,0,0,48.73,1539,0,0,342,519,0,0,350,0,8819.33,0.0,0.0,1715,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.067069,77.19,291,0,0,0,9.15,254,0,0,74,37,0,0,74,0,10969.38,0.0,0.0,291,normal
