src_ip,dst_ip,src_port,dst_port,protocol,iat_mean,pkt_size_mean,ip_flags_df,ip_flags_mf,ip_flags_rb,ip_frag_off,tcp_len_mean,ack_count,cwr_count,ece_count,fin_count,psh_count,res_count,rst_count,syn_count,urg_count,tcp_win_mean,udp_len_mean,icmp_type_mean,pkt_count,label
10.0.2.23,192.168.0.1,47992,8000,6,0.061683,2480.67,309,0,0,0,2413.48,286,0,0,35,129,0,0,46,0,6476.8,0.0,0.0,309,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012545,116.3,1593,0,0,0,48.72,1435,0,0,312,470,0,0,315,0,8548.16,0.0,0.0,1593,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.01528,4144.61,1260,0,0,0,4077.74,1191,0,0,63,568,0,0,138,0,4881.0,0.0,0.0,1260,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.070804,77.07,279,0,0,0,9.03,243,0,0,70,35,0,0,71,0,10975.3,0.0,0.0,279,normal
10.0.3.33,192.168.0.1,0,0,1,0.224766,98.0,44,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,88,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.083127,115.69,228,0,0,0,48.34,200,0,0,39,62,0,7,46,0,8718.46,0.0,0.0,228,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.057325,77.22,298,0,0,0,9.18,260,0,0,76,38,0,0,76,0,11000.99,0.0,0.0,298,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.317242,77.73,60,0,0,0,9.6,52,0,0,16,8,0,0,16,0,11498.97,0.0,0.0,60,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.02634,77.23,729,0,0,0,9.19,636,0,0,186,93,0,0,186,0,11005.71,0.0,0.0,729,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.073699,151.54,180,0,0,0,84.03,163,0,0,34,51,0,0,34,0,8169.58,0.0,0.0,180,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.507482,76.73,41,0,0,0,8.78,36,0,0,10,5,0,0,10,0,10524.46,0.0,0.0,41,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.410216,77.58,38,0,0,0,9.47,33,0,0,10,5,0,0,10,0,11348.79,0.0,0.0,38,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.017657,1371.24,1127,0,0,0,1303.89,1032,0,0,176,381,0,0,190,0,7414.9,0.0,0.0,1127,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.278832,77.65,68,0,0,0,9.53,59,0,0,18,9,0,0,18,0,11415.03,0.0,0.0,68,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.043738,4307.86,446,0,0,0,4241.09,421,0,0,7,208,0,4,46,0,4516.73,0.0,0.0,446,normal
10.0.3.33,192.168.0.2,0,0,1,0.388563,98.0,25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,50,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.267065,76.85,73,0,0,0,8.88,64,0,0,18,9,0,0,18,0,10638.86,0.0,0.0,73,normal
10.0.1.14,192.168.0.2,0,0,1,0.412752,98.0,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,46,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.044906,4472.94,420,0,0,0,4405.99,395,0,0,26,197,0,0,50,0,5371.84,0.0,0.0,420,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.483402,77.35,31,0,0,0,9.29,27,0,0,8,4,0,0,8,0,11130.74,0.0,0.0,31,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.146469,126.2,118,0,0,0,58.95,100,0,0,18,31,0,8,26,0,9512.23,0.0,0.0,118,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.29296,115.28,58,0,0,0,47.76,49,0,0,8,15,0,6,14,0,10413.55,0.0,0.0,58,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.073509,77.16,268,0,0,0,9.13,234,0,0,68,34,0,0,68,0,10945.24,0.0,0.0,268,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.060518,77.42,328,0,0,0,9.55,279,0,0,78,50,0,7,86,0,11306.01,0.0,0.0,328,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.028048,133.25,715,0,0,0,65.66,644,0,0,142,213,0,0,142,0,8585.37,0.0,0.0,715,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.022337,4919.88,875,0,0,0,4852.98,822,0,0,50,404,0,3,101,0,5473.96,0.0,0.0,875,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.086832,77.41,216,0,0,0,9.33,188,0,0,55,28,0,0,56,0,11181.87,0.0,0.0,216,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.103687,123.19,183,0,0,0,55.7,166,0,0,34,51,0,0,34,0,8037.05,0.0,0.0,183,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.191548,77.0,104,0,0,0,9.0,91,0,0,26,13,0,0,26,0,10785.5,0.0,0.0,104,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.080201,77.0,246,0,0,0,9.13,212,0,0,58,34,0,4,62,0,10871.47,0.0,0.0,246,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.049808,6051.83,386,0,0,0,5985.21,371,0,0,0,197,0,0,30,0,3718.65,0.0,0.0,386,normal
10.0.1.14,192.168.0.1,0,0,1,0.177641,98.0,54,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,108,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.067548,5467.35,272,0,0,0,5400.73,258,0,0,3,139,0,2,24,0,3990.65,0.0,0.0,272,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.08767,735.22,191,0,0,0,667.8,174,0,0,32,61,0,0,34,0,7704.46,0.0,0.0,191,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.01272,117.21,1570,0,0,0,49.57,1409,0,0,315,472,0,0,321,0,8835.76,0.0,0.0,1570,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.014746,4662.26,1345,0,0,0,4595.34,1268,0,0,68,637,0,0,154,0,5196.03,0.0,0.0,1345,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.112176,77.31,179,0,0,0,9.25,156,0,0,46,23,0,0,46,0,11084.44,0.0,0.0,179,normal
10.0.3.33,192.168.0.1,0,0,1,0.279736,98.0,36,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,72,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.088966,112.65,194,0,0,0,45.19,171,0,0,32,52,0,8,40,0,8908.69,0.0,0.0,194,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.097903,77.71,194,0,0,0,9.65,169,0,0,50,26,0,0,50,0,11116.51,0.0,0.0,194,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.138074,5909.17,78,0,0,0,5842.55,75,0,0,0,39,0,0,6,0,3585.37,0.0,0.0,78,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.55392,77.0,32,0,0,0,9.0,28,0,0,8,4,0,0,8,0,10785.5,0.0,0.0,32,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.033266,77.29,593,0,0,0,9.23,516,0,0,152,76,0,0,153,0,11127.47,0.0,0.0,593,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.211871,156.28,90,0,0,0,88.68,81,0,0,17,27,0,0,18,0,8645.2,0.0,0.0,90,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.498821,77.48,46,0,0,0,9.39,40,0,0,12,6,0,0,12,0,11250.83,0.0,0.0,46,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.31707,77.73,30,0,0,0,9.6,26,0,0,8,4,0,0,8,0,11499.0,0.0,0.0,30,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.247828,77.15,71,0,0,0,9.13,62,0,0,18,9,0,0,18,0,10936.21,0.0,0.0,71,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.035382,1172.28,563,0,0,0,1104.74,504,0,0,96,181,0,0,108,0,8321.0,0.0,0.0,563,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.456529,78.67,36,0,0,0,10.0,29,0,0,8,5,0,0,12,0,14322.17,0.0,0.0,36,normal
10.0.3.36,192.168.0.1,0,0,1,0.333802,98.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,4,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.072204,4585.43,246,0,0,0,4518.63,231,0,0,4,124,0,1,26,0,4608.41,0.0,0.0,246,normal
10.0.3.33,192.168.0.2,0,0,1,0.420415,98.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,40,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.244498,77.4,80,0,0,0,9.0,67,0,0,19,10,0,0,24,0,12912.05,0.0,0.0,80,normal
10.0.1.14,192.168.0.2,0,0,1,0.504224,98.0,18,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,36,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.054837,3243.57,361,0,0,0,3176.57,336,0,0,21,143,0,0,45,0,5413.39,0.0,0.0,361,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.363166,78.57,21,0,0,0,10.29,18,0,0,5,3,0,0,6,0,12314.33,0.0,0.0,21,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.277101,118.26,61,0,0,0,50.82,51,0,0,8,16,0,4,14,0,9887.39,0.0,0.0,61,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.361888,123.53,51,0,0,0,56.12,43,0,0,8,14,0,3,12,0,10152.57,0.0,0.0,51,normal
10.0.3.36,192.168.0.2,0,0,1,4.4e-05,98.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,2,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.325444,79.35,55,0,0,0,10.65,41,0,0,7,10,0,2,20,0,15588.29,0.0,0.0,55,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.22919,120.9,82,0,0,0,52.37,62,0,0,15,22,0,0,26,0,13562.66,0.0,0.0,82,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.172202,3061.74,104,0,0,0,2994.16,87,0,0,13,34,0,1,22,0,9381.38,0.0,0.0,104,normal
10.0.2.24,192.168.0.2,55346,3306,6,1.439567,81.0,8,0,0,0,9.0,4,0,0,0,1,0,0,6,0,32051.0,0.0,0.0,8,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.487989,130.74,35,0,0,0,62.23,28,0,0,9,9,0,0,11,0,13490.11,0.0,0.0,35,normal
10.0.1.12,192.168.0.2,56002,3306,6,2.632818,83.33,6,0,0,0,12.0,2,0,0,1,1,0,0,4,0,28255.0,0.0,0.0,6,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.844522,80.48,21,0,0,0,10.29,13,0,0,2,3,0,0,11,0,22375.14,0.0,0.0,21,normal
10.0.1.14,192.168.0.1,0,0,1,0.825533,98.0,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,24,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.519047,4554.44,36,0,0,0,4486.44,32,0,0,1,12,0,1,9,0,11362.61,0.0,0.0,36,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.425731,133.21,43,0,0,0,64.98,35,0,0,10,10,0,0,12,0,11978.53,0.0,0.0,43,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.079659,100.17,252,0,0,0,31.15,183,0,0,67,49,0,0,95,0,16127.11,0.0,0.0,252,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.1575,6183.58,126,0,0,0,6115.8,106,0,0,11,47,0,0,28,0,10325.99,0.0,0.0,126,normal
10.0.1.13,192.168.0.2,44020,3306,6,1.152108,79.0,16,0,0,0,9.0,9,0,0,3,2,0,0,8,0,21280.75,0.0,0.0,16,normal
10.0.3.33,192.168.0.1,0,0,1,0.805684,98.0,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.48,25,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.512113,100.4,35,0,0,0,32.0,26,0,0,7,8,0,2,12,0,14694.86,0.0,0.0,35,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.762313,74.0,26,0,0,0,2.77,12,0,0,4,1,0,0,17,0,27839.81,0.0,0.0,26,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.330725,7126.0,12,0,0,0,7058.0,10,0,0,0,5,0,0,3,0,11463.92,0.0,0.0,12,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.239079,80.9,73,0,0,0,11.84,52,0,0,17,12,0,0,28,0,16397.27,0.0,0.0,73,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.0,299.0,1,0,0,0,233.0,1,0,0,0,1,0,0,0,0,85.0,0.0,0.0,1,normal
10.0.1.14,192.168.0.2,51810,3306,6,2.2e-05,74.0,2,0,0,0,0.0,1,0,0,0,0,0,0,2,0,42890.0,0.0,0.0,2,normal
10.0.2.22,192.168.0.2,55806,3306,6,5.1e-05,75.78,9,0,0,0,8.0,8,0,0,2,1,0,0,2,0,9596.33,0.0,0.0,9,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000397,125.86,48764,0,0,0,57.29,35569,0,0,15022,11417,0,0,15696,0,13741.39,0.0,0.0,48764,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.430724,81.72,58,0,0,0,12.41,39,0,0,14,10,0,0,24,0,17664.07,0.0,0.0,58,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.150769,1138.06,133,0,0,0,1069.17,95,0,0,29,38,0,0,48,0,15593.46,0.0,0.0,133,normal
10.0.3.32,192.168.0.2,45204,3306,6,2.54342,88.0,8,0,0,0,18.0,4,0,0,1,2,0,0,4,0,21212.0,0.0,0.0,8,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.611869,3774.62,26,0,0,0,3705.85,20,0,0,0,11,0,0,9,0,14836.0,0.0,0.0,26,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.497975,7210.11,47,0,0,0,7142.23,39,0,0,0,20,0,0,11,0,10700.02,0.0,0.0,47,normal
10.0.3.33,192.168.0.2,0,0,1,1.082567,98.0,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,16,normal
10.0.3.31,192.168.0.2,45920,3306,6,1.378413,80.0,8,0,0,0,9.0,5,0,0,1,1,0,0,5,0,26769.12,0.0,0.0,8,normal
10.0.1.14,192.168.0.2,0,0,1,2.114193,98.0,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.8,10,normal
10.0.3.34,192.168.0.2,41776,3306,6,2.386621,70.0,4,0,0,0,0.0,2,0,0,1,0,0,0,2,0,21212.0,0.0,0.0,4,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.254578,6730.64,59,0,0,0,6662.61,50,0,0,5,22,0,0,15,0,11526.59,0.0,0.0,59,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.000193,102.25,4,0,0,0,32.25,3,0,0,1,1,0,0,2,0,21486.5,0.0,0.0,4,normal
10.0.3.33,192.168.0.2,34232,3306,6,1.479258,87.0,16,0,0,0,18.0,12,0,0,2,4,0,0,6,0,16067.62,0.0,0.0,16,normal
10.0.3.33,192.168.0.1,35642,8000,6,3.488703,73.4,5,0,0,0,1.0,3,0,0,0,1,0,0,4,0,34328.6,0.0,0.0,5,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.535471,81.11,36,0,0,0,12.0,26,0,0,9,6,0,0,14,0,16639.0,0.0,0.0,36,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.183688,112.96,107,0,0,0,43.97,76,0,0,28,23,0,0,40,0,15972.94,0.0,0.0,107,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.177599,3954.26,107,0,0,0,3885.57,80,0,0,14,37,0,0,36,0,14907.14,0.0,0.0,107,normal
10.0.2.24,192.168.0.2,55346,3306,6,1.217697,86.5,16,0,0,0,18.0,12,0,0,3,4,0,0,5,0,13357.81,0.0,0.0,16,normal
10.0.3.36,192.168.0.1,0,0,1,2.995009,98.0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,6,normal
10.0.1.12,192.168.0.2,56002,3306,6,1.250439,88.55,11,0,0,0,19.64,7,0,0,3,3,0,0,4,0,15449.73,0.0,0.0,11,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.398335,77.29,48,0,0,0,7.71,27,0,0,11,7,0,1,23,0,20398.71,0.0,0.0,48,normal
10.0.1.14,192.168.0.1,0,0,1,1.014199,98.0,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,20,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.339679,1757.26,53,0,0,0,1689.3,42,0,0,13,13,0,0,13,0,10495.58,0.0,0.0,53,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.083718,96.38,235,0,0,0,27.18,167,0,0,64,43,0,0,94,0,17107.85,0.0,0.0,235,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.171607,4614.21,117,0,0,0,4546.15,92,0,0,13,46,0,0,30,0,11215.33,0.0,0.0,117,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.712871,75.43,28,0,0,0,5.14,17,0,0,7,2,0,0,15,0,22878.25,0.0,0.0,28,normal
10.0.3.33,192.168.0.1,0,0,1,0.818871,98.0,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.36,22,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.545841,79.07,27,0,0,0,8.63,16,0,0,8,1,0,0,15,0,23722.22,0.0,0.0,27,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.264993,83.92,75,0,0,0,14.4,51,0,0,18,15,0,0,33,0,18808.72,0.0,0.0,75,normal
10.0.2.25,192.168.0.1,58174,8000,6,2.579204,146.33,3,0,0,0,77.67,2,0,0,1,1,0,0,1,0,14169.33,0.0,0.0,3,normal
10.0.3.35,192.168.0.2,56722,3306,6,3.364406,83.6,5,0,0,0,14.4,3,0,0,1,1,0,0,2,0,16986.2,0.0,0.0,5,normal
10.0.3.36,192.168.0.1,41800,8000,6,1.498696,82.73,11,0,0,0,12.36,8,0,0,3,1,0,0,6,0,23432.27,0.0,0.0,11,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000411,126.01,48860,0,0,0,57.57,36350,0,0,15914,11298,0,0,14862,0,12989.89,0.0,0.0,48860,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.132168,78.62,149,0,0,0,10.15,121,0,0,37,21,0,0,46,0,13262.42,0.0,0.0,149,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.031602,1432.87,587,0,0,0,1365.46,531,0,0,94,189,0,0,103,0,7639.92,0.0,0.0,587,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.375055,79.92,50,0,0,0,11.52,41,0,0,12,8,0,0,15,0,12892.9,0.0,0.0,50,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.167005,136.37,139,0,0,0,68.59,121,0,0,28,40,0,0,31,0,9610.89,0.0,0.0,139,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.117295,5606.46,136,0,0,0,5539.78,128,0,0,1,72,0,1,13,0,4173.74,0.0,0.0,136,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.102818,5869.0,163,0,0,0,5802.07,152,0,0,0,85,0,0,19,0,5254.67,0.0,0.0,163,normal
10.0.3.33,192.168.0.2,0,0,1,0.892278,98.0,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.52,23,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.31226,76.43,46,0,0,0,7.83,37,0,0,13,5,0,0,15,0,14006.63,0.0,0.0,46,normal
10.0.1.14,192.168.0.2,0,0,1,0.579249,98.0,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.27,30,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.223507,78.9,111,0,0,0,10.38,91,0,0,26,16,0,0,35,0,13556.67,0.0,0.0,111,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.154572,4715.53,15,0,0,0,4647.4,12,0,0,0,6,0,0,4,0,11443.33,0.0,0.0,15,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.765813,77.2,25,0,0,0,8.64,20,0,0,6,3,0,0,8,0,13737.96,0.0,0.0,25,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.063749,4224.07,308,0,0,0,4157.08,288,0,0,23,141,0,0,38,0,5455.92,0.0,0.0,308,normal
10.0.1.14,192.168.0.2,51810,3306,6,1.050047,76.4,10,0,0,0,7.2,7,0,0,3,1,0,0,4,0,17096.6,0.0,0.0,10,normal
10.0.2.22,192.168.0.2,55806,3306,6,8.473875,106.0,2,0,0,0,36.0,1,0,0,0,1,0,0,1,0,21212.5,0.0,0.0,2,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.404935,121.14,29,0,0,0,52.38,24,0,0,3,8,0,1,10,0,14844.59,0.0,0.0,29,normal
10.0.3.36,192.168.0.2,0,0,1,2.098776,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.57,7,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.060348,77.68,318,0,0,0,9.88,266,0,0,75,52,0,9,85,0,11521.78,0.0,0.0,318,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.02785,129.11,695,0,0,0,61.56,628,0,0,134,201,0,0,134,0,8337.27,0.0,0.0,695,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.023837,5081.63,751,0,0,0,5014.76,710,0,0,31,375,0,2,82,0,4977.01,0.0,0.0,751,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.127848,77.31,140,0,0,0,9.26,122,0,0,36,18,0,0,36,0,11091.29,0.0,0.0,140,normal
10.0.3.36,192.168.0.1,0,0,1,1.407728,98.0,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,14,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.158459,77.35,110,0,0,0,9.16,95,0,0,28,14,0,0,30,0,11758.4,0.0,0.0,110,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.06566,4017.88,342,0,0,0,3951.02,317,0,0,7,160,0,4,41,0,5237.78,0.0,0.0,342,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.110652,77.81,169,0,0,0,9.92,142,0,0,42,27,0,4,46,0,11733.4,0.0,0.0,169,normal
10.0.1.14,192.168.0.1,0,0,1,0.229322,98.0,43,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,86,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.05304,1415.72,357,0,0,0,1348.42,328,0,0,48,123,0,0,58,0,7038.98,0.0,0.0,357,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.011934,118.85,1678,0,0,0,51.23,1507,0,0,336,510,0,0,340,0,8756.84,0.0,0.0,1678,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.014464,3943.14,1346,0,0,0,3876.16,1263,0,0,95,602,0,0,165,0,5531.33,0.0,0.0,1346,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.069124,77.57,276,0,0,0,9.39,238,0,0,72,36,0,0,75,0,11714.12,0.0,0.0,276,normal
10.0.3.33,192.168.0.1,0,0,1,0.271324,98.0,36,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,72,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.051314,117.06,377,0,0,0,49.57,335,0,0,67,104,0,10,76,0,8712.45,0.0,0.0,377,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.029322,77.37,657,0,0,0,9.32,572,0,0,168,85,0,0,169,0,11094.16,0.0,0.0,657,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.15684,148.21,66,0,0,0,80.76,60,0,0,12,18,0,0,12,0,7866.91,0.0,0.0,66,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.352313,121.41,68,0,0,0,53.94,56,0,0,8,19,0,6,17,0,10773.65,0.0,0.0,68,normal
10.0.3.36,192.168.0.1,41800,8000,6,8.1e-05,156.2,10,0,0,0,88.6,9,0,0,2,3,0,0,2,0,8645.2,0.0,0.0,10,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000503,120.93,755,0,0,0,51.92,513,0,0,214,153,0,0,284,0,16039.95,0.0,0.0,755,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.061922,77.38,317,0,0,0,9.31,276,0,0,81,41,0,0,82,0,11156.87,0.0,0.0,317,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.019881,1166.86,1008,0,0,0,1099.44,918,0,0,166,343,0,0,179,0,7763.84,0.0,0.0,1008,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.255059,77.58,76,0,0,0,9.47,66,0,0,20,10,0,0,20,0,11348.76,0.0,0.0,76,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.057518,123.05,344,0,0,0,55.56,312,0,0,64,96,0,0,64,0,8047.93,0.0,0.0,344,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.054844,6329.67,306,0,0,0,6263.04,294,0,0,1,164,0,0,24,0,3760.68,0.0,0.0,306,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.066719,4615.46,195,0,0,0,4548.64,185,0,0,1,95,0,1,20,0,4490.98,0.0,0.0,195,normal
10.0.3.33,192.168.0.2,0,0,1,0.38467,98.0,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,46,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.175725,77.6,91,0,0,0,9.49,79,0,0,24,12,0,0,24,0,11373.55,0.0,0.0,91,normal
10.0.1.14,192.168.0.2,0,0,1,0.345576,98.0,28,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,56,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.089884,77.41,216,0,0,0,9.33,188,0,0,56,28,0,0,56,0,11181.88,0.0,0.0,216,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.189897,7453.94,99,0,0,0,7387.29,95,0,0,1,58,0,0,8,0,4267.76,0.0,0.0,99,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.041508,4618.55,466,0,0,0,4551.59,438,0,0,23,231,0,0,56,0,5394.15,0.0,0.0,466,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.428821,78.5,48,0,0,0,10.5,42,0,0,12,7,0,0,12,0,10785.54,0.0,0.0,48,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.456412,77.0,32,0,0,0,9.0,28,0,0,8,4,0,0,8,0,10785.5,0.0,0.0,32,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.402939,77.48,46,0,0,0,9.39,40,0,0,12,6,0,0,12,0,11250.83,0.0,0.0,46,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.23596,128.34,64,0,0,0,61.16,54,0,0,10,17,0,4,14,0,9443.83,0.0,0.0,64,normal
10.0.3.36,192.168.0.2,0,0,1,3.4e-05,98.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,2,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.0665,77.34,292,0,0,0,9.49,246,0,0,68,45,0,7,78,0,11516.48,0.0,0.0,292,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.032171,129.25,607,0,0,0,61.7,548,0,0,120,175,0,0,118,0,8405.46,0.0,0.0,607,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.026673,3741.75,710,0,0,0,3674.79,662,0,0,49,316,0,5,90,0,5623.42,0.0,0.0,710,normal
